version account-id interface-id srcaddr dstaddr srcport dstport protocol packets bytes start end action log-status
2 203918869513 eni-0995f82621dc3354f 35.203.210.25 10.0.1.86 55725 9248 6 1 44 1730135742 1730135799 REJECT OK
2 203918869513 eni-0995f82621dc3354f 87.247.158.136 10.0.1.86 42770 11113 6 1 44 1730135742 1730135799 REJECT OK
2 203918869513 eni-0995f82621dc3354f 10.0.1.86 91.189.91.157 38602 123 17 1 76 1730135742 1730135799 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 10.0.1.86 45.55.58.103 51125 123 17 1 76 1730135742 1730135799 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 138.236.128.36 10.0.1.86 123 35117 17 1 76 1730135742 1730135799 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 95.143.191.245 10.0.1.86 53711 7099 6 1 52 1730135742 1730135799 REJECT OK
2 203918869513 eni-0995f82621dc3354f 185.125.190.56 10.0.1.86 123 35409 17 1 76 1730135742 1730135799 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 10.0.1.86 23.142.248.9 49613 123 17 1 76 1730135742 1730135799 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 170.187.163.133 10.0.1.86 49865 20121 6 1 44 1730135742 1730135799 REJECT OK
2 203918869513 eni-0995f82621dc3354f 137.74.239.153 10.0.1.86 17124 53 6 1 60 1730135742 1730135799 REJECT OK
2 203918869513 eni-0995f82621dc3354f 10.0.1.86 138.236.128.36 35117 123 17 1 76 1730135742 1730135799 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 10.0.1.86 185.125.190.56 35409 123 17 1 76 1730135742 1730135799 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 69.164.214.243 10.0.1.86 56135 20203 6 1 44 1730135742 1730135799 REJECT OK
2 203918869513 eni-0995f82621dc3354f 188.246.224.80 10.0.1.86 56985 7100 6 1 52 1730135742 1730135799 REJECT OK
2 203918869513 eni-0995f82621dc3354f 91.189.91.157 10.0.1.86 123 38602 17 1 76 1730135742 1730135799 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 23.142.248.9 10.0.1.86 123 49613 17 1 76 1730135742 1730135799 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 87.247.158.136 10.0.1.86 42786 59487 6 1 44 1730135742 1730135799 REJECT OK
2 203918869513 eni-0995f82621dc3354f 45.55.58.103 10.0.1.86 123 51125 17 1 76 1730135742 1730135799 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 10.0.1.86 185.125.190.58 41667 123 17 1 76 1730135742 1730135799 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 10.0.1.86 18.206.107.29 22 20020 6 6 528 1730135742 1730135919 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 18.206.107.29 10.0.1.86 20020 22 6 12 1032 1730135742 1730135919 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 78.128.114.90 10.0.1.86 50803 8443 6 1 44 1730135802 1730135859 REJECT OK
2 203918869513 eni-0995f82621dc3354f 5.178.87.167 10.0.1.86 48295 7103 6 1 52 1730135802 1730135859 REJECT OK
2 203918869513 eni-0995f82621dc3354f 80.75.212.9 10.0.1.86 56410 3128 6 1 40 1730135802 1730135859 REJECT OK
2 203918869513 eni-0995f82621dc3354f 185.242.226.46 10.0.1.86 56298 1976 6 1 44 1730135802 1730135859 REJECT OK
2 203918869513 eni-0995f82621dc3354f 87.249.43.21 10.0.1.86 443 48857 6 1 80 1730135802 1730135859 REJECT OK
2 203918869513 eni-0995f82621dc3354f 92.255.85.27 10.0.1.86 57942 57258 6 1 40 1730135802 1730135859 REJECT OK
2 203918869513 eni-0995f82621dc3354f 185.234.216.161 10.0.1.86 46083 9256 6 1 40 1730135802 1730135859 REJECT OK
2 203918869513 eni-0995f82621dc3354f 162.216.149.46 10.0.1.86 49591 9039 6 1 44 1730135802 1730135859 REJECT OK
2 203918869513 eni-0995f82621dc3354f 154.213.184.43 10.0.1.86 54275 81 6 1 40 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 162.216.149.181 10.0.1.86 52541 8095 6 1 44 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 95.143.191.223 10.0.1.86 57073 7101 6 1 52 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 141.98.11.154 10.0.1.86 50520 5555 6 1 40 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 162.240.45.210 10.0.1.86 56162 8009 6 1 40 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 79.110.62.163 10.0.1.86 51812 58801 6 1 40 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 79.124.58.222 10.0.1.86 59002 33813 6 1 40 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 104.40.91.102 10.0.1.86 53192 7210 6 1 40 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 147.185.132.244 10.0.1.86 52817 7445 6 1 44 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 45.79.177.245 10.0.1.86 42766 4190 6 1 44 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 13.91.165.91 10.0.1.86 38418 8087 6 1 40 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 87.247.158.136 10.0.1.86 42770 3425 6 1 44 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 162.216.149.154 10.0.1.86 56598 9441 6 1 44 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 80.93.187.17 10.0.1.86 42085 7104 6 1 52 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 10.0.1.86 66.205.249.28 38114 123 17 1 76 1730135860 1730135919 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 192.95.20.52 10.0.1.86 80 62774 6 1 40 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 162.216.150.168 10.0.1.86 55095 9621 6 1 44 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 3.141.165.160 10.0.1.86 43442 49186 6 1 52 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 66.205.249.28 10.0.1.86 123 38114 17 1 76 1730135860 1730135919 ACCEPT OK
2 203918869513 eni-0995f82621dc3354f 103.3.202.130 10.0.1.86 58611 3128 6 1 44 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 162.216.149.185 10.0.1.86 50064 49021 6 1 44 1730135860 1730135919 REJECT OK
2 203918869513 eni-0995f82621dc3354f 87.247.158.146 10.0.1.86 42826 7400 6 1 44 1730135922 1730135979 REJECT OK
2 203918869513 eni-0995f82621dc3354f 185.242.226.46 10.0.1.86 56547 1977 6 1 44 1730135922 1730135979 REJECT OK
2 203918869513 eni-0995f82621dc3354f 193.41.206.156 10.0.1.86 34698 8728 6 1 40 1730135922 1730135979 REJECT OK
2 203918869513 eni-0995f82621dc3354f 79.110.62.162 10.0.1.86 50157 39655 6 1 40 1730135922 1730135979 REJECT OK
2 203918869513 eni-0995f82621dc3354f 35.203.211.46 10.0.1.86 49461 682 6 1 44 1730135922 1730135979 REJECT OK
2 203918869513 eni-0995f82621dc3354f 94.26.228.18 10.0.1.86 46577 7102 6 1 52 1730135922 1730135979 REJECT OK
2 203918869513 eni-0995f82621dc3354f 162.216.150.207 10.0.1.86 54219 32046 6 1 44 1730135922 1730135979 REJECT OK
2 203918869513 eni-0995f82621dc3354f 223.240.107.198 10.0.1.86 45150 6379 6 1 60 1730135922 1730135979 REJECT OK
2 203918869513 eni-0995f82621dc3354f 185.242.226.27 10.0.1.86 55218 5002 6 1 40 1730135922 1730135979 REJECT OK
2 203918869513 eni-0995f82621dc3354f 66.228.40.98 10.0.1.86 54890 4448 6 1 44 1730135922 1730135979 REJECT OK
